match_id,date,venue,team1,team2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,year,day_of_week,target,venue_team1_win_pct,h2h_win_pct,team1_form,team2_form,toss_impact,match_number,season_stage,team1_top_batsman_avg,team2_top_bowler_sr,is_playoff,rivalry_score,venue_toss_impact,team1_toss_preference,days_since_last,month,team1_strength,team2_strength,pressure_index,team1_top3_batting_avg,team2_top3_batting_avg,team1_top3_bowling_sr,team2_top3_bowling_sr,team1_powerplay_avg,team2_powerplay_avg,team1_powerplay_wickets,team2_powerplay_wickets,powerplay_dominance,win_correlation
336031,2008-05-23,Chandigarh,Punjab Kings,Deccan Chargers,Punjab Kings,field,Punjab Kings,0,6,2008,Friday,1,0.4909090909090910,0.5,1.0,0.2,1,47,late,33.44,108.88888888888900,1,0.1,0.4074074074074070,0.248,11.0,5,0.6972727272727270,0.3772727272727270,0.73,0.0,37.0,0.0,0.0,0.0,12.333333333333300,0.0,0.0,-12.333333333333300,0
336032,2008-05-24,Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,0,5,2008,Saturday,1,0.4625,0.5789473684210530,0.6,0.4,1,48,late,34.173228346456700,110.70422535211300,1,0.1,0.4390243902439020,0.3858267716535430,7.0,5,0.5524342105263160,0.4250657894736840,0.73,0.0,17.0,0.0,8.333333333333330,0.0,9.333333333333330,0.0,2.0,-9.333333333333330,0
336033,2008-05-24,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,10,0,2008,Saturday,0,0.6774193548387100,0.6470588235294120,0.2,0.8,1,49,late,37.578125,109.67213114754100,1,0.1,0.5853658536585370,0.5234375,3.0,5,0.4773434535104370,0.6291081593927890,0.73,21.0,31.0,2.7777777777777800,0.0,10.833333333333300,11.166666666666700,1.0,0.0,-0.33333333333333200,1
336002,2008-05-25,Hyderabad,Deccan Chargers,Royal Challengers Bengaluru,Deccan Chargers,bat,Royal Challengers Bengaluru,0,5,2008,Sunday,0,0.1666666666666670,0.75,0.0,0.4,0,50,late,30.0,109.82142857142900,1,0.1,0.0,0.4358974358974360,7.0,5,0.2750000000000000,0.285,0.73,16.0,13.666666666666700,0.0,2.7777777777777800,6.833333333333330,7.166666666666670,0.0,1.0,-0.3333333333333340,1
336035,2008-05-25,Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,0,3,2008,Sunday,1,0.5802469135802470,0.5882352941176470,0.6,0.6,0,51,late,35.725806451612900,109.6,1,0.1,0.6585365853658540,0.314516129032258,5.0,5,0.5905446623093680,0.5376034858387800,0.73,16.333333333333300,13.0,3.7037037037037000,2.380952380952380,8.5,7.833333333333330,2.0,1.0,0.666666666666667,1
336036,2008-05-26,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,0,5,2008,Monday,1,0.6078431372549020,0.4166666666666670,1.0,0.4,1,52,late,36.44230769230770,110.70422535211300,1,0.1,0.5625,0.3653846153846150,9.0,5,0.7073529411764710,0.5173529411764710,0.73,10.333333333333300,13.0,2.5641025641025600,0.0,6.0,4.833333333333330,1.0,0.0,1.166666666666670,1
336037,2008-05-27,Hyderabad,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,Chennai Super Kings,0,7,2008,Tuesday,0,0.1666666666666670,0.3333333333333330,0.0,0.6,0,53,late,30.0,111.30434782608700,1,0.1,0.0,0.4358974358974360,2.0,5,0.1500000000000000,0.49,0.73,7.0,13.333333333333300,5.555555555555560,2.5641025641025600,4.333333333333330,7.333333333333330,2.0,1.0,-3.0,1
336012,2008-05-28,Bengaluru,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,0,9,2008,Wednesday,0,0.4545454545454550,0.3333333333333330,0.2,0.6,1,54,late,34.18918918918920,110.70422535211300,1,0.1,0.4761904761904760,0.2635135135135140,9.0,5,0.3163636363636360,0.5763636363636360,0.73,0.0,15.0,0.0,0.0,0.0,6.5,0.0,0.0,-6.5,1
336019,2008-05-28,Chandigarh,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,41,0,2008,Wednesday,1,0.4909090909090910,0.4444444444444440,1.0,0.6,0,55,late,33.44,109.67213114754100,1,0.1,0.4074074074074070,0.248,5.0,5,0.6806060606060610,0.553939393939394,0.73,0.0,12.333333333333300,0.0,4.415954415954420,0.0,6.333333333333330,0.0,2.0,-6.333333333333330,0
336038,2008-05-30,Mumbai,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,105,0,2008,Friday,0,0.4285714285714290,0.6,0.4,0.6,0,56,late,34.173228346456700,109.67213114754100,1,0.1,0.5263157894736840,0.3858267716535430,6.0,5,0.4685714285714290,0.4885714285714290,0.73,0.0,6.666666666666670,0.0,1.7543859649122800,0.0,4.666666666666670,0.0,1.0,-4.666666666666670,1
